id,roll,adv,basis,type
3167,16,none,melee,attack
3168,14,none,insight,check
3169,1,none,dexterity,save
3170,8,none,charisma,check
3171,14,none,ranged,attack
3172,2,none,strength,save
3173,14,none,melee,attack
3174,20,none,melee,attack
3175,2,none,perception,check
3176,1,none,melee,attack
3177,15,none,melee,attack
3178,7,none,athletics,check
3179,17,none,melee,attack
3180,2,none,ranged,attack
3181,7,none,perception,check
3182,8,none,melee,attack
3183,16,none,melee,attack
3184,15,none,melee,attack
3185,1,none,melee,attack
3186,7,none,melee,attack
3187,5,none,melee,attack
3188,13,none,dexterity,save
3189,6,none,dexterity,check
3190,11,none,medicine,check
3191,13,none,melee,attack
3192,19,none,melee,attack
3193,5,none,melee,attack
3194,18,none,initiative,nan
3195,1,none,dexterity,save
3196,11,none,stealth,check
3197,3,none,wisdom,save
3198,5,none,constitution,check
3199,2,none,dexterity,save
3200,18,none,melee,attack
3201,12,none,strength,check
3202,16,none,charisma,check
3203,10,none,athletics,check
3204,6,none,sleight of hand,check
3205,10,none,strength,check
3206,4,none,dexterity,save
3207,4,none,strength,check
3208,10,advantage,wisdom,save
3209,11,none,ranged,attack
3210,2,none,thieves’ tools,check
3211,8,none,dexterity,save
3212,15,disadvantage,persuasion,check
3213,5,none,constitution,save
3214,7,none,stealth,check
3215,16,none,initiative,nan
3216,10,none,perception,check
3217,6,none,strength,check
3218,18,none,melee,attack
3219,14,none,melee,attack
3220,13,none,investigation,check
3221,10,none,melee,attack
3222,19,none,athletics,check
3223,11,none,dexterity,save
3224,12,none,stealth,check
3225,7,none,strength,check
3226,13,none,ranged,attack
3227,3,none,athletics,check
3228,17,none,melee,attack
3229,11,none,investigation,check
3230,11,none,dexterity,save
3231,7,none,insight,check
3232,20,none,melee,attack
3233,7,none,intimidation,check
3234,16,none,melee,attack
3235,18,none,initiative,nan
3236,19,none,dexterity,save
3237,12,none,deception,check
3238,17,none,initiative,nan
3239,12,none,ranged,attack
3240,20,none,intimidation,check
3241,20,advantage,investigation,check
3242,10,none,intimidation,check
3243,15,none,athletics,check
3244,12,none,sleight of hand,check
3245,8,disadvantage,stealth,check
3246,11,none,intimidation,check
3247,1,none,wisdom,save
3248,15,advantage,melee,attack
3249,20,none,dexterity,save
3250,1,none,dexterity,save
3251,5,advantage,athletics,check
3252,7,none,melee,attack
3253,18,none,strength,check
3254,13,none,melee,attack
3255,11,advantage,melee,attack
3256,19,none,melee,attack
3257,4,none,persuasion,check
3258,2,none,initiative,nan
3259,11,none,ranged,attack
3260,13,none,charisma,check
3261,20,none,wisdom,save
3262,6,none,dexterity,save
3263,12,none,initiative,nan
3264,16,none,melee,attack
3265,7,none,strength,check
3266,11,advantage,melee,attack
3267,1,none,constitution,save
3268,17,none,melee,attack
3269,4,none,investigation,check
3270,2,none,strength,check
3271,14,none,melee,attack
3272,16,advantage,melee,attack
3273,7,none,dexterity,save
3274,15,none,initiative,nan
3275,18,none,dexterity,save
3276,14,none,melee,attack
3277,4,none,initiative,nan
3278,5,none,persuasion,check
3279,19,none,athletics,check
3280,6,none,ranged,attack
3281,9,none,melee,attack
3282,6,none,initiative,nan
3283,11,none,dexterity,save
3284,12,none,sleight of hand,check
3285,13,none,perception,check
3286,8,none,initiative,nan
3287,7,none,athletics,check
3288,11,none,investigation,check
3289,5,none,dexterity,save
3290,18,advantage,dexterity,save
3291,19,none,wisdom,save
3292,4,none,persuasion,check
3293,8,none,dexterity,save
3294,2,none,melee,attack
3295,20,none,dexterity,save
3296,2,none,melee,attack
3297,19,none,melee,attack
3298,16,none,initiative,nan
3299,15,none,investigation,check
3300,8,advantage,constitution,check
3301,1,none,melee,attack
3302,7,none,melee,attack
3303,13,none,melee,attack
3304,20,none,investigation,check
3305,18,none,initiative,nan
3306,8,advantage,strength,check
3307,6,none,persuasion,check
3308,7,advantage,athletics,check
3309,7,none,dexterity,save
3310,11,none,melee,attack
3311,8,disadvantage,dexterity,save
3312,1,none,initiative,nan
3313,4,none,perception,check
3314,6,none,melee,attack
3315,5,none,initiative,nan
3316,3,none,sleight of hand,check
3317,13,none,athletics,check
3318,13,none,melee,attack
3319,5,none,dexterity,save
3320,7,none,wisdom,save
3321,20,none,melee,attack
3322,20,none,melee,attack
3323,15,none,melee,attack
3324,2,none,dexterity,save
3325,20,none,melee,attack
3326,5,none,initiative,nan
3327,4,none,intimidation,check
3328,15,none,wisdom,save
3329,11,none,melee,attack
3330,3,none,investigation,check
3331,8,none,thieves’ tools,check
3332,2,none,constitution,check
3333,14,none,ranged,attack
3334,13,none,investigation,check
3335,4,none,investigation,check
3336,15,none,wisdom,save
3337,18,none,perception,check
3338,5,none,melee,attack
3339,6,none,strength,check
3340,5,none,melee,attack
3341,17,advantage,ranged,attack
3342,2,none,ranged,attack
3343,15,none,melee,attack
3344,3,none,dexterity,save
3345,7,none,melee,attack
3346,17,none,perception,check
3347,20,none,athletics,check
3348,20,none,ranged,attack
3349,11,none,dexterity,save
3350,2,none,athletics,check
3351,13,none,arcana,check
3352,8,none,initiative,nan
3353,6,none,dexterity,save
3354,17,none,melee,attack
3355,9,none,constitution,save
3356,4,none,dexterity,save
3357,15,none,thieves’ tools,check
3358,8,none,athletics,check
3359,12,none,strength,check
3360,17,none,wisdom,save
3361,7,advantage,melee,attack
3362,6,none,sleight of hand,check
3363,8,none,initiative,nan
3364,11,none,strength,check
3365,18,none,athletics,check
3366,3,none,melee,attack
3367,19,advantage,constitution,check
3368,12,none,dexterity,save
3369,2,none,ranged,attack
3370,1,none,dexterity,save
3371,16,none,melee,attack
3372,12,none,dexterity,save
3373,11,none,wisdom,save
3374,9,none,initiative,nan
3375,1,none,sleight of hand,check
3376,10,disadvantage,charisma,check
3377,7,none,strength,check
3378,5,none,strength,check
3379,20,none,melee,attack
3380,20,none,investigation,check
3381,15,none,dexterity,save
3382,1,none,melee,attack
3383,7,none,strength,check
3384,1,disadvantage,persuasion,check
3385,16,none,initiative,nan
3386,9,none,strength,check
3387,16,none,investigation,check
3388,9,none,wisdom,save
3389,5,none,dexterity,save
3390,3,none,melee,attack
3391,4,none,wisdom,save
3392,4,none,initiative,nan
3393,15,none,stealth,check
3394,12,none,sleight of hand,check
3395,19,advantage,thieves’ tools,check
3396,10,none,stealth,check
3397,3,none,melee,attack
3398,17,none,initiative,nan
3399,1,none,melee,attack
3400,10,none,melee,attack
3401,12,none,melee,attack
3402,17,none,initiative,nan
3403,16,none,melee,attack
3404,8,none,constitution,check
3405,8,none,dexterity,save
3406,16,none,melee,attack
3407,1,none,melee,attack
3408,18,none,investigation,check
3409,3,none,melee,attack
3410,5,none,ranged,attack
3411,14,none,melee,attack
3412,9,none,strength,check
3413,3,none,dexterity,check
3414,6,none,strength,check
3415,6,none,ranged,attack
3416,18,none,melee,attack
3417,5,none,strength,save
3418,18,none,dexterity,save
3419,14,none,athletics,check
3420,7,none,charisma,check
3421,16,advantage,melee,attack
3422,10,none,constitution,check
3423,10,none,initiative,nan
3424,3,none,melee,attack
3425,20,none,dexterity,save
3426,4,none,melee,attack
3427,16,none,investigation,check
3428,17,none,intimidation,check
3429,12,none,wisdom,save
3430,20,none,thieves’ tools,check
3431,3,none,constitution,check
3432,17,advantage,strength,save
3433,6,none,melee,attack
3434,6,none,melee,attack
3435,18,none,initiative,nan
3436,12,none,investigation,check
3437,12,none,perception,check
3438,7,none,intimidation,check
3439,11,none,investigation,check
3440,20,none,melee,attack
3441,15,none,melee,attack
3442,20,advantage,melee,attack
3443,15,none,constitution,save
3444,20,none,strength,check
3445,14,none,dexterity,save
3446,16,none,melee,attack
3447,5,none,intimidation,check
3448,1,none,wisdom,save
3449,18,none,ranged,attack
3450,5,none,melee,attack
3451,6,none,melee,attack
3452,4,none,initiative,nan
3453,10,none,constitution,save
3454,4,none,melee,attack
3455,18,advantage,strength,check
3456,10,none,melee,attack
3457,6,advantage,constitution,check
3458,15,advantage,strength,check
3459,1,none,melee,attack
3460,11,none,melee,attack
3461,5,none,strength,check
3462,3,disadvantage,insight,check
3463,1,disadvantage,thieves’ tools,check
3464,20,none,melee,attack
3465,15,advantage,persuasion,check
3466,14,none,constitution,check
3467,13,none,dexterity,save
3468,1,none,dexterity,save
3469,16,none,melee,attack
3470,15,none,perception,check
3471,17,none,melee,attack
3472,6,none,perception,check
3473,10,none,insight,check
3474,19,none,strength,check
3475,15,none,dexterity,save
3476,19,none,melee,attack
3477,6,none,strength,check
3478,12,advantage,ranged,attack
3479,15,none,wisdom,save
3480,7,disadvantage,athletics,check
3481,5,none,persuasion,check
3482,2,none,ranged,attack
3483,1,none,melee,attack
3484,1,none,nature,check
3485,8,none,melee,attack
3486,6,none,dexterity,save
3487,3,none,initiative,nan
3488,15,advantage,ranged,attack
3489,15,none,investigation,check
3490,13,none,melee,attack
3491,2,none,melee,attack
3492,4,none,ranged,attack
3493,20,advantage,investigation,check
3494,4,none,melee,attack
3495,18,advantage,initiative,nan
3496,7,none,wisdom,save
3497,17,none,melee,attack
3498,19,none,dexterity,save
3499,4,none,melee,attack
3500,10,none,initiative,nan
3501,6,none,melee,attack
3502,2,none,melee,attack
3503,3,none,perception,check
3504,4,none,constitution,check
3505,6,disadvantage,dexterity,save
3506,15,none,constitution,check
3507,19,advantage,initiative,nan
3508,3,none,initiative,nan
3509,17,none,melee,attack
3510,20,none,melee,attack
3511,9,none,dexterity,save
3512,16,none,stealth,check
3513,3,none,athletics,check
3514,12,none,ranged,attack
3515,15,none,melee,attack
3516,10,none,melee,attack
3517,18,none,dexterity,save
3518,4,none,melee,attack
3519,7,none,initiative,nan
3520,9,none,deception,check
3521,19,none,dexterity,save
3522,17,none,wisdom,save
3523,14,none,intimidation,check
3524,6,none,dexterity,save
3525,18,none,strength,check
3526,18,advantage,dexterity,save
3527,10,advantage,initiative,nan
3528,2,none,melee,attack
3529,5,none,dexterity,save
3530,19,advantage,melee,attack
3531,4,none,strength,check
3532,16,none,melee,attack
3533,5,none,athletics,check
3534,11,advantage,charisma,check
3535,9,none,sleight of hand,check
3536,2,none,melee,attack
3537,6,none,ranged,attack
3538,2,none,constitution,check
3539,12,none,melee,attack
3540,18,none,wisdom,save
3541,16,advantage,perception,check
3542,4,none,melee,attack
3543,6,none,sleight of hand,check
3544,1,advantage,melee,attack
3545,12,none,investigation,check
3546,9,none,melee,attack
3547,10,none,thieves’ tools,check
3548,18,none,melee,attack
3549,19,none,persuasion,check
3550,10,none,strength,check
3551,17,none,melee,attack
3552,1,none,sleight of hand,check
3553,16,none,melee,attack
3554,13,none,melee,attack
3555,14,none,melee,attack
3556,12,none,investigation,check
3557,19,none,athletics,check
3558,14,none,melee,attack
3559,17,advantage,persuasion,check
3560,14,advantage,dexterity,save
3561,1,none,wisdom,save
3562,17,none,dexterity,save
3563,4,none,initiative,nan
3564,2,none,perception,check
3565,19,none,strength,check
3566,20,none,melee,attack
3567,7,none,athletics,check
3568,3,none,melee,attack
3569,9,none,melee,attack
3570,11,none,perception,check
3571,5,none,strength,save
3572,6,none,melee,attack
3573,9,none,stealth,check
3574,9,none,athletics,check
3575,14,none,dexterity,save
3576,12,none,stealth,check
3577,16,none,constitution,check
3578,13,none,wisdom,save
3579,8,advantage,melee,attack
3580,10,none,initiative,nan
3581,3,none,dexterity,save
3582,12,none,insight,check
3583,20,advantage,melee,attack
3584,17,none,melee,attack
3585,1,none,deception,check
3586,5,none,ranged,attack
3587,15,none,melee,attack
3588,11,none,investigation,check
3589,19,none,melee,attack
3590,16,none,melee,attack
3591,14,none,ranged,attack
3592,14,none,constitution,save
3593,5,advantage,wisdom,save
3594,12,none,investigation,check
3595,6,none,melee,attack
3596,9,none,melee,attack
3597,13,advantage,persuasion,check
3598,9,none,perception,check
3599,6,none,initiative,nan
3600,15,none,strength,check
3601,14,advantage,melee,attack
3602,6,none,initiative,nan
3603,11,none,melee,attack
3604,8,advantage,dexterity,save
3605,4,none,stealth,check
3606,18,none,charisma,check
3607,12,none,melee,attack
3608,11,none,constitution,check
3609,1,none,investigation,check
3610,9,none,perception,check
3611,11,none,melee,attack
3612,2,none,dexterity,save
3613,5,none,initiative,nan
3614,9,none,melee,attack
3615,4,none,arcana,check
3616,16,none,melee,attack
3617,11,none,intimidation,check
3618,15,none,melee,attack
3619,7,none,dexterity,save
3620,16,advantage,melee,attack
3621,12,advantage,initiative,nan
3622,20,none,strength,check
3623,12,none,dexterity,save
3624,2,none,dexterity,save
3625,15,none,strength,check
3626,20,advantage,melee,attack
3627,13,none,nature,check
3628,7,none,initiative,nan
3629,8,none,constitution,check
3630,19,none,melee,attack
3631,8,none,melee,attack
3632,10,advantage,melee,attack
3633,5,none,perception,check
3634,8,none,melee,attack
3635,9,advantage,melee,attack
3636,15,none,initiative,nan
3637,16,advantage,athletics,check
3638,4,none,strength,check
3639,18,none,sleight of hand,check
3640,13,none,athletics,check
3641,18,none,constitution,check
3642,18,none,strength,save
3643,10,none,dexterity,check
3644,17,none,persuasion,check
3645,4,none,melee,attack
3646,17,none,wisdom,save
3647,11,none,medicine,check
3648,11,none,investigation,check
3649,12,none,melee,attack
3650,14,none,charisma,check
3651,5,none,insight,check
3652,11,none,melee,attack
3653,9,none,melee,attack
3654,11,none,strength,save
3655,20,none,initiative,nan
3656,16,advantage,melee,attack
3657,5,none,initiative,nan
3658,8,none,wisdom,save
3659,9,none,ranged,attack
3660,7,none,athletics,check
3661,19,advantage,thieves’ tools,check
3662,12,none,melee,attack
3663,19,none,strength,save
3664,12,none,persuasion,check
3665,9,none,melee,attack
3666,16,none,sleight of hand,check
3667,17,none,dexterity,save
3668,7,none,melee,attack
3669,2,none,dexterity,save
3670,17,none,melee,attack
3671,9,none,initiative,nan
3672,5,none,melee,attack
3673,12,none,strength,check
3674,12,none,melee,attack
3675,13,none,ranged,attack
3676,18,advantage,charisma,check
3677,19,none,dexterity,save
3678,1,none,strength,check
3679,15,none,dexterity,save
3680,7,none,melee,attack
3681,3,none,persuasion,check
3682,16,none,ranged,attack
3683,20,none,melee,attack
3684,16,none,melee,attack
3685,14,none,melee,attack
3686,1,none,melee,attack
3687,18,none,dexterity,save
3688,7,none,wisdom,save
3689,4,none,athletics,check
3690,19,none,melee,attack
3691,2,none,strength,check
3692,1,none,strength,check
3693,8,none,melee,attack
3694,18,none,strength,check
3695,3,none,athletics,check
3696,18,none,ranged,attack
3697,18,none,strength,check
3698,19,none,strength,check
3699,12,none,melee,attack
3700,14,none,stealth,check
3701,14,none,strength,check
3702,15,none,athletics,check
3703,2,none,strength,save
3704,3,disadvantage,initiative,nan
3705,20,advantage,dexterity,save
3706,16,none,dexterity,save
3707,5,none,melee,attack
3708,9,none,melee,attack
3709,14,none,insight,check
3710,12,none,nature,check
3711,18,none,athletics,check
3712,18,none,melee,attack
3713,9,none,initiative,nan
3714,2,none,melee,attack
3715,7,none,thieves’ tools,check
3716,6,advantage,melee,attack
3717,18,none,melee,attack
3718,1,none,perception,check
3719,1,none,intimidation,check
3720,17,none,melee,attack
3721,5,none,strength,save
3722,15,none,melee,attack
3723,6,none,melee,attack
3724,10,none,strength,check
3725,1,none,stealth,check
3726,5,none,perception,check
3727,15,none,stealth,check
3728,20,none,perception,check
3729,20,none,dexterity,save
3730,12,none,melee,attack
3731,19,none,melee,attack
3732,5,none,athletics,check
3733,2,none,dexterity,save
3734,9,none,melee,attack
3735,9,advantage,strength,check
3736,16,none,athletics,check
3737,12,none,melee,attack
3738,5,none,ranged,attack
3739,11,none,medicine,check
3740,6,none,melee,attack
3741,19,none,dexterity,save
3742,14,none,strength,save
3743,3,none,persuasion,check
3744,7,none,melee,attack
3745,8,none,melee,attack
3746,3,none,melee,attack
3747,10,advantage,strength,check
3748,15,none,investigation,check
3749,10,none,melee,attack
3750,20,none,constitution,check
3751,17,advantage,stealth,check
3752,18,advantage,persuasion,check
3753,13,none,initiative,nan
3754,17,none,charisma,check
3755,20,none,melee,attack
3756,8,none,strength,check
3757,1,none,melee,attack
3758,18,none,dexterity,save
3759,1,none,strength,check
3760,10,none,investigation,check
3761,3,disadvantage,melee,attack
3762,7,none,melee,attack
3763,14,none,dexterity,save
3764,15,advantage,wisdom,save
3765,2,none,sleight of hand,check
3766,12,none,constitution,check
3767,11,advantage,dexterity,save
3768,10,none,perception,check
3769,15,none,initiative,nan
3770,10,none,initiative,nan
3771,15,none,strength,check
3772,10,none,strength,check
3773,5,none,constitution,check
3774,10,none,perception,check
3775,10,advantage,charisma,check
3776,13,none,intimidation,check
3777,10,none,melee,attack
3778,8,none,strength,check
3779,5,none,arcana,check
3780,18,advantage,melee,attack
3781,20,none,melee,attack
3782,15,none,initiative,nan
3783,9,none,melee,attack
3784,8,none,initiative,nan
3785,13,none,strength,save
3786,18,none,melee,attack
3787,2,none,strength,check
3788,6,none,melee,attack
3789,6,none,melee,attack
3790,5,none,constitution,save
3791,18,none,constitution,check
3792,2,none,strength,save
3793,12,none,intimidation,check
3794,19,none,melee,attack
3795,4,none,melee,attack
3796,9,none,melee,attack
3797,5,none,dexterity,save
3798,11,none,perception,check
3799,6,none,athletics,check
3800,12,none,strength,check
3801,9,none,ranged,attack
3802,15,none,athletics,check
3803,2,none,dexterity,check
3804,13,none,arcana,check
3805,13,none,melee,attack
3806,12,none,melee,attack
3807,7,none,melee,attack
3808,13,advantage,nature,check
3809,14,none,melee,attack
3810,6,none,melee,attack
3811,18,none,strength,check
3812,11,none,dexterity,save
3813,5,none,melee,attack
3814,14,none,wisdom,save
3815,9,none,initiative,nan
3816,4,none,athletics,check
3817,19,none,dexterity,save
3818,15,none,arcana,check
3819,17,none,melee,attack
3820,18,none,dexterity,save
3821,16,none,dexterity,check
3822,9,none,dexterity,save
3823,16,none,melee,attack
3824,6,none,perception,check
3825,17,advantage,strength,check
3826,14,advantage,dexterity,save
3827,6,none,dexterity,save
3828,10,none,athletics,check
3829,5,none,melee,attack
3830,4,none,strength,check
3831,18,none,dexterity,save
3832,4,none,ranged,attack
3833,2,none,melee,attack
3834,16,none,melee,attack
3835,15,none,strength,check
3836,14,none,strength,save
3837,1,none,melee,attack
3838,20,none,athletics,check
3839,8,disadvantage,dexterity,save
3840,7,none,dexterity,save
3841,8,none,melee,attack
3842,15,none,melee,attack
3843,10,none,strength,check
3844,8,none,dexterity,save
3845,5,none,melee,attack
3846,11,none,melee,attack
3847,13,none,strength,check
3848,11,advantage,strength,check
3849,20,none,melee,attack
3850,17,advantage,deception,check
3851,8,none,melee,attack
3852,3,none,arcana,check
3853,6,none,melee,attack
3854,10,none,strength,check
3855,1,none,sleight of hand,check
3856,15,none,stealth,check
3857,11,none,constitution,check
3858,20,none,melee,attack
3859,2,none,dexterity,save
3860,9,none,dexterity,save
3861,5,none,strength,check
3862,1,none,melee,attack
3863,1,none,charisma,check
3864,15,none,investigation,check
3865,16,none,melee,attack
3866,20,none,melee,attack
3867,18,none,melee,attack
3868,18,none,melee,attack
3869,10,none,dexterity,save
3870,4,none,charisma,check
3871,17,none,thieves’ tools,check
3872,13,none,constitution,check
3873,2,none,strength,save
3874,10,none,dexterity,save
3875,10,disadvantage,dexterity,save
3876,7,none,melee,attack
3877,3,none,melee,attack
3878,5,none,strength,check
3879,18,advantage,perception,check
3880,9,none,melee,attack
3881,18,none,athletics,check
3882,3,none,melee,attack
3883,3,none,dexterity,save
3884,20,none,constitution,save
3885,14,none,dexterity,check
3886,5,none,stealth,check
3887,12,none,melee,attack
3888,3,none,perception,check
3889,16,none,initiative,nan
3890,14,none,dexterity,save
3891,4,none,initiative,nan
3892,19,none,melee,attack
3893,5,none,melee,attack
3894,18,none,initiative,nan
3895,7,none,dexterity,save
3896,17,advantage,intimidation,check
3897,7,none,intimidation,check
3898,16,none,dexterity,save
3899,6,none,dexterity,save
3900,4,none,ranged,attack
3901,2,none,melee,attack
3902,5,none,melee,attack
3903,8,none,melee,attack
3904,18,none,melee,attack
3905,5,none,initiative,nan
3906,19,none,perception,check
3907,5,none,strength,save
3908,20,advantage,charisma,check
3909,16,none,constitution,check
3910,20,none,arcana,check
3911,20,advantage,ranged,attack
3912,19,advantage,initiative,nan
3913,16,none,initiative,nan
3914,8,none,strength,check
3915,19,advantage,melee,attack
3916,19,none,melee,attack
3917,7,none,melee,attack
3918,12,none,initiative,nan
3919,20,none,melee,attack
3920,16,none,perception,check
3921,14,none,strength,check
3922,6,none,persuasion,check
3923,1,none,melee,attack
3924,20,none,constitution,save
3925,11,none,insight,check
3926,4,none,ranged,attack
3927,14,none,initiative,nan
3928,15,advantage,strength,save
3929,9,none,initiative,nan
3930,19,none,perception,check
3931,9,none,athletics,check
3932,8,none,strength,save
3933,16,none,melee,attack
3934,8,none,initiative,nan
3935,19,none,strength,check
3936,20,none,dexterity,save
3937,17,none,melee,attack
3938,13,none,melee,attack
3939,12,none,wisdom,save
3940,12,none,initiative,nan
3941,9,none,athletics,check
3942,20,none,athletics,check
3943,14,none,sleight of hand,check
3944,5,none,strength,check
3945,8,none,melee,attack
3946,8,none,melee,attack
3947,5,none,dexterity,save
3948,7,none,dexterity,save
3949,12,none,dexterity,save
3950,10,none,perception,check
3951,5,none,athletics,check
3952,13,none,melee,attack
3953,1,none,strength,check
3954,4,none,athletics,check
3955,15,none,perception,check
3956,5,none,sleight of hand,check
3957,3,none,melee,attack
3958,17,none,ranged,attack
3959,7,none,sleight of hand,check
3960,15,none,melee,attack
3961,9,none,charisma,check
3962,17,none,intimidation,check
3963,10,none,wisdom,save
3964,9,none,strength,check
3965,17,none,strength,check
3966,18,advantage,thieves’ tools,check
3967,11,none,strength,check
3968,10,none,wisdom,save
3969,13,none,strength,save
3970,20,none,strength,check
3971,16,none,ranged,attack
3972,5,none,melee,attack
3973,8,none,investigation,check
3974,4,none,ranged,attack
3975,5,none,dexterity,save
3976,14,none,investigation,check
3977,10,none,melee,attack
3978,11,advantage,strength,check
3979,5,none,dexterity,save
3980,10,none,persuasion,check
3981,8,none,strength,check
3982,20,none,strength,save
3983,3,none,strength,check
3984,10,none,initiative,nan
3985,12,none,dexterity,save
3986,1,none,athletics,check
3987,10,none,constitution,save
3988,5,none,dexterity,save
3989,20,none,dexterity,check
3990,9,none,wisdom,save
3991,18,none,initiative,nan
3992,12,none,melee,attack
3993,7,none,investigation,check
3994,10,none,wisdom,save
3995,6,none,dexterity,save
3996,18,none,thieves’ tools,check
3997,14,advantage,perception,check
3998,17,none,ranged,attack
3999,9,none,initiative,nan
4000,19,none,dexterity,save
4001,5,none,investigation,check
4002,10,disadvantage,melee,attack
4003,7,none,wisdom,save
4004,10,none,initiative,nan
4005,15,none,melee,attack
4006,17,none,strength,check
4007,13,none,constitution,check
4008,14,none,melee,attack
4009,9,none,insight,check
4010,11,none,investigation,check
4011,5,none,sleight of hand,check
4012,16,none,deception,check
4013,12,none,perception,check
4014,3,advantage,strength,check
4015,19,none,strength,save
4016,13,none,dexterity,check
4017,11,none,sleight of hand,check
4018,12,none,strength,check
4019,18,advantage,stealth,check
4020,4,none,melee,attack
4021,3,none,melee,attack
4022,6,advantage,constitution,check
4023,15,none,perception,check
4024,13,none,insight,check
4025,1,none,melee,attack
4026,4,none,melee,attack
4027,11,none,melee,attack
4028,5,none,strength,check
4029,8,none,strength,save
4030,19,none,persuasion,check
4031,9,none,dexterity,save
4032,19,none,strength,check
4033,1,none,melee,attack
4034,20,none,athletics,check
4035,8,none,melee,attack
4036,19,none,dexterity,save
4037,10,none,perception,check
4038,3,none,initiative,nan
4039,6,none,sleight of hand,check
4040,11,none,strength,check
4041,8,none,strength,check
4042,17,advantage,melee,attack
4043,15,none,nature,check
4044,18,none,perception,check
4045,14,advantage,dexterity,save
4046,18,none,melee,attack
4047,8,none,dexterity,save
4048,16,advantage,strength,save
4049,17,none,dexterity,save
4050,20,none,melee,attack
4051,19,none,strength,save
4052,19,none,melee,attack
4053,18,advantage,strength,check
4054,11,none,melee,attack
4055,14,none,dexterity,save
4056,20,none,investigation,check
4057,14,none,athletics,check
4058,13,none,ranged,attack
4059,20,none,dexterity,save
4060,2,none,melee,attack
4061,18,none,intimidation,check
4062,9,none,investigation,check
4063,1,none,strength,check
4064,11,advantage,athletics,check
4065,11,none,charisma,check
4066,1,none,melee,attack
4067,9,none,nature,check
4068,5,none,insight,check
4069,17,advantage,constitution,check
4070,20,none,strength,check
4071,10,none,strength,check
4072,11,none,melee,attack
4073,1,none,melee,attack
4074,20,none,strength,check
4075,12,none,melee,attack
4076,11,none,investigation,check
4077,1,none,melee,attack
4078,1,none,melee,attack
4079,10,none,sleight of hand,check
4080,10,none,initiative,nan
4081,10,none,dexterity,save
4082,15,none,insight,check
4083,9,none,dexterity,save
4084,4,none,strength,check
4085,8,none,melee,attack
4086,17,none,dexterity,save
4087,20,none,wisdom,save
4088,6,none,strength,check
4089,7,none,melee,attack
4090,16,none,constitution,check
4091,11,none,dexterity,save
4092,20,none,strength,check
4093,19,none,charisma,check
4094,19,none,melee,attack
4095,19,none,melee,attack
4096,1,none,ranged,attack
4097,17,none,melee,attack
4098,13,none,sleight of hand,check
4099,13,none,melee,attack
4100,1,none,melee,attack
4101,8,none,intimidation,check
4102,20,none,dexterity,save
4103,2,none,perception,check
4104,17,none,melee,attack
4105,9,none,melee,attack
4106,7,none,insight,check
4107,16,none,constitution,check
4108,18,none,initiative,nan
4109,7,none,melee,attack
4110,19,none,melee,attack
4111,5,none,initiative,nan
4112,9,none,constitution,check
4113,3,none,thieves’ tools,check
4114,17,none,dexterity,save
4115,10,none,strength,check
4116,3,none,initiative,nan
4117,16,none,dexterity,save
4118,12,none,strength,check
4119,14,none,stealth,check
4120,3,none,melee,attack
4121,8,none,persuasion,check
4122,1,disadvantage,charisma,check
4123,19,none,strength,check
4124,7,none,charisma,check
4125,12,none,melee,attack
4126,11,none,strength,check
4127,12,none,dexterity,check
4128,14,none,melee,attack
4129,2,none,melee,attack
4130,5,none,melee,attack
4131,18,none,melee,attack
4132,6,none,athletics,check
4133,3,none,initiative,nan
4134,17,none,melee,attack
4135,5,none,strength,check
4136,6,none,medicine,check
4137,11,none,melee,attack
4138,19,advantage,intimidation,check
4139,3,none,arcana,check
4140,9,none,constitution,check
4141,12,none,athletics,check
4142,17,advantage,melee,attack
4143,15,none,melee,attack
4144,8,none,dexterity,save
4145,15,none,strength,check
4146,20,none,melee,attack
4147,17,none,persuasion,check
4148,17,none,investigation,check
4149,17,none,wisdom,save
4150,1,none,melee,attack
4151,5,none,investigation,check
4152,14,none,perception,check
4153,9,none,initiative,nan
4154,17,advantage,constitution,check
4155,13,none,dexterity,save
4156,8,none,melee,attack
4157,2,none,strength,save
4158,17,none,dexterity,save
4159,10,none,melee,attack
4160,20,none,stealth,check
4161,20,none,thieves’ tools,check
4162,4,none,initiative,nan
4163,15,none,initiative,nan
4164,13,none,strength,check
4165,4,none,melee,attack
4166,18,advantage,initiative,nan
4167,1,none,melee,attack
4168,8,none,melee,attack
4169,10,none,melee,attack
4170,7,none,insight,check
4171,18,none,initiative,nan
4172,10,none,strength,check
4173,17,none,deception,check
4174,14,none,dexterity,save
4175,5,none,dexterity,save
4176,16,none,strength,save
4177,9,none,intimidation,check
4178,16,none,melee,attack
4179,5,none,initiative,nan
4180,2,none,thieves’ tools,check
4181,15,none,ranged,attack
4182,10,none,perception,check
4183,17,advantage,melee,attack
4184,2,none,wisdom,save
4185,15,advantage,ranged,attack
4186,2,none,melee,attack
4187,8,none,dexterity,save
4188,17,advantage,strength,check
4189,20,none,initiative,nan
4190,6,none,ranged,attack
4191,2,none,initiative,nan
4192,4,none,melee,attack
4193,17,advantage,melee,attack
4194,19,none,initiative,nan
4195,17,none,perception,check
4196,13,none,perception,check
4197,16,none,dexterity,save
4198,18,none,strength,save
4199,11,advantage,athletics,check
4200,13,advantage,melee,attack
4201,20,none,melee,attack
4202,12,none,strength,check
